Journal,Rank,Author,PapersInJournal,PrimaryAffiliation,TopAffiliationsInJournal,ORCID,OpenAlexAuthorId
IJAIS,10,Vernon J. Richardson,10,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville (7); Xi’an Jiaotong-Liverpool University (2); Baruch College (1); University of Kansas (1),https://orcid.org/0000-0002-3397-3744,https://openalex.org/A5026674829
IJAIS,13,Alexander Kogan,9,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey (8)",https://orcid.org/0000-0001-9672-3876,https://openalex.org/A5047969246
IJAIS,13,Fiona Rohde,9,University of Queensland,University of Queensland (8); The University of Queensland (1),https://orcid.org/0000-0003-3907-0842,https://openalex.org/A5077940993
IJAIS,15,Tawei Wang,8,DePaul University,DePaul University (8); National Central University (1),https://orcid.org/0000-0002-4755-3652,https://openalex.org/A5033868166
IJAIS,16,Carla Wilkin,7,Australian Regenerative Medicine Institute,Monash University (7),https://orcid.org/0000-0002-3068-2909,https://openalex.org/A5088023784
IJAIS,16,Cheryl L. Dunn,7,,Grand Valley State University (4); Florida State University (3),https://orcid.org/0000-0002-2390-3021,https://openalex.org/A5045794343
IJAIS,16,Glen L. Gray,7,"California State University, Northridge","California State University, Northridge (6)",https://orcid.org/0000-0002-0929-3124,https://openalex.org/A5062356029
IJAIS,16,Gregory J. Gerard,7,Florida State University,Florida State University (7),https://orcid.org/0000-0003-1715-5394,https://openalex.org/A5031257064
IJAIS,16,Peter Green,7,University of Queensland,Queensland University of Technology (4); University of Queensland (3),https://orcid.org/0000-0002-5701-0168,https://openalex.org/A5036395846
IJAIS,16,Rajendra P. Srivastava,7,University of Kansas,University of Kansas (6); Ernst & Young (United States) (2),https://orcid.org/0000-0002-6292-4087,https://openalex.org/A5101824578
IJAIS,16,Theophanis C. Stratopoulos,7,University of Waterloo,University of Waterloo (5); University of New Hampshire (2); Decision Sciences (United States) (1),https://orcid.org/0000-0001-9106-7187,https://openalex.org/A5051997338
IJAIS,23,Jacob M. Rose,6,Australian Regenerative Medicine Institute,Monash University (2); University of Northern Colorado (2); University of Tennessee at Knoxville (2); Montana State University (1); Southern Illinois University Carbondale (1),https://orcid.org/0000-0002-8496-264X,https://openalex.org/A5079279172
IJAIS,23,Kevin Kobelsky,6,Baylor University,Baylor University (3); University of Michigan–Dearborn (3),,https://openalex.org/A5064893988
IJAIS,23,Paul L. Bowen,6,,University of Queensland (5); Florida State University (1),,https://openalex.org/A5103921893
IJAIS,23,Roger Debreceny,6,University of Hawaiʻi at Mānoa,University of Hawaiʻi at Mānoa (5); Nanyang Technological University (1); University of Hawaii System (1),https://orcid.org/0000-0002-1526-4899,https://openalex.org/A5063194122
IJAIS,27,Acklesh Prasad,5,Queensland University of Technology,Queensland University of Technology (3); University of Queensland (1); University of the South Pacific (1),https://orcid.org/0000-0003-0581-0259,https://openalex.org/A5079430302
IJAIS,27,Ed O’Donnell,5,Arizona State University,Arizona State University (4); University of Kansas (1),,https://openalex.org/A5008106720
IJAIS,27,Guido L. Geerts,5,,University of Delaware (5),,https://openalex.org/A5038278666
IJAIS,27,Jee‐Hae Lim,5,University of Hawaiʻi at Mānoa,University of Waterloo (4); University of Hawaiʻi at Mānoa (1),https://orcid.org/0000-0002-4916-9988,https://openalex.org/A5015685875
IJAIS,27,Jesse Dillard,5,Portland State University,Portland State University (3); Queen's University Belfast (1); University of Central Florida (1); Victoria University of Wellington (1),,https://openalex.org/A5051493245
IJAIS,27,Ronald J. Daigle,5,Sam Houston State University,Louisiana State University (3); Sam Houston State University (1); Texas Tech University (1),,https://openalex.org/A5006871871
IJAIS,33,Akhilesh Chandra,4,University of Akron,University of Akron (4),https://orcid.org/0000-0002-3788-2524,https://openalex.org/A5052848454
IJAIS,33,Bruce Dehning,4,University of Technology Sydney,Chapman University (4),https://orcid.org/0000-0002-2216-6867,https://openalex.org/A5076358474
IJAIS,33,Enrique Bonsón Ponte,4,Universidad de Huelva,Universidad de Huelva (4),https://orcid.org/0000-0002-1502-6073,https://openalex.org/A5029611417
IJAIS,33,Jean C. Bedard,4,Bentley University,Bentley University (2); Northeastern University (2); UNSW Sydney (2),https://orcid.org/0000-0001-9691-8040,https://openalex.org/A5049511159
IJAIS,33,Jon Heales,4,University of Queensland,University of Queensland (4),,https://openalex.org/A5112523472
IJAIS,33,Jun Dai,4,"Rutgers, The State University of New Jersey",Michigan Technological University (2); Southwestern University of Finance and Economics (2),https://orcid.org/0000-0003-0814-348X,https://openalex.org/A5042525344
IJAIS,33,Maureen Francis Mascha,4,Purdue University Northwest,Purdue University Northwest (2); Elmhurst College (1); Marquette University (1),https://orcid.org/0000-0003-3405-0105,https://openalex.org/A5019730322
IJAIS,33,Mieke Jans,4,Maastricht University,Hasselt University (4); Maastricht University (1),https://orcid.org/0000-0002-9171-2403,https://openalex.org/A5085007639
IJAIS,33,Ogan Yigitbasioglu,4,Queensland University of Technology,Queensland University of Technology (4),https://orcid.org/0000-0001-6297-1783,https://openalex.org/A5010676955
IJAIS,33,Patrick Wheeler,4,Florida Gulf Coast University,University of Missouri (4); Cornell University (2),https://orcid.org/0000-0001-5961-1461,https://openalex.org/A5034076213
IJAIS,33,Paul John Steinbart,4,,Arizona State University (4),,https://openalex.org/A5075730165
IJAIS,33,Richard B. Dull,4,West Virginia University,Clemson University (3); West Virginia University (1),https://orcid.org/0000-0001-9473-2162,https://openalex.org/A5046499432
IJAIS,33,Robyn L. Raschke,4,"University of Nevada, Las Vegas","University of Nevada, Las Vegas (4)",https://orcid.org/0000-0001-6745-7994,https://openalex.org/A5042188598
IJAIS,33,Somnath Bhattacharya,4,Florida Atlantic University,Florida Atlantic University (4); Atlantic University College (1),https://orcid.org/0009-0000-9618-493X,https://openalex.org/A5101455470
IJAIS,33,Tanya Benford,4,Florida Gulf Coast University,Florida Gulf Coast University (2); Texas A&M University (2),https://orcid.org/0000-0002-4446-825X,https://openalex.org/A5091506919
IJAIS,33,Thomas G. Calderon,4,University of Akron,University of Akron (4),https://orcid.org/0000-0002-4088-2373,https://openalex.org/A5056507490
IJAIS,33,Victoria Chiu,4,State University of New York at Oswego,State University of New York at Oswego (2); SUNY New Paltz (2),https://orcid.org/0000-0001-6652-6011,https://openalex.org/A5074650110
IJAIS,33,William N. Dilla,4,Iowa State University,Iowa State University (4),https://orcid.org/0000-0003-0189-4934,https://openalex.org/A5083955206
IJAIS,51,Amelia A. Baldwin,3,University of South Alabama,University of Alabama (2); University of South Alabama (1),https://orcid.org/0000-0003-2883-0228,https://openalex.org/A5019580416
IJAIS,51,Andrea Seaton Kelton,3,University of South Florida,Middle Tennessee State University (2); Wake Forest University (1),https://orcid.org/0000-0002-4105-668X,https://openalex.org/A5065949008
IJAIS,51,Anna M. Rose,3,University of Waikato,Montana State University (1); Southern Illinois University Carbondale (1); University of Northern Colorado (1),https://orcid.org/0000-0002-9026-8814,https://openalex.org/A5027331465
IJAIS,51,Bernhard Wieder,3,University of Technology Sydney,University of Technology Sydney (3),https://orcid.org/0000-0002-7093-6213,https://openalex.org/A5079238186
IJAIS,51,Brad Tuttle,3,University of South Carolina,University of South Carolina (3),,https://openalex.org/A5018317778
IJAIS,51,Colin Ferguson,3,University of Melbourne,University of Melbourne (2); University of Queensland (1),,https://openalex.org/A5110740282
IJAIS,51,Diane J. Janvrin,3,Iowa State University,Iowa State University (3),https://orcid.org/0000-0001-8744-0735,https://openalex.org/A5030021822
IJAIS,51,Douglas Havelka,3,Miami University,Miami University (3),https://orcid.org/0000-0002-0508-8414,https://openalex.org/A5090456820
IJAIS,51,E.H.J. Vaassen,3,Tilburg University,Tilburg University (2); University of Amsterdam (1),,https://openalex.org/A5004130787
IJAIS,51,Elaine Mauldin,3,University of Missouri,University of Missouri (3); Cornell University (2),https://orcid.org/0000-0003-3152-6710,https://openalex.org/A5078062811
IJAIS,51,Gerard Brennan,3,,"LuK Lamellen und Kupplungsbau (Germany) (1); Rutgers, The State University of New Jersey (1)",,https://openalex.org/A5110933174
IJAIS,51,Jacob Z. Haislip,3,Texas Tech University,University of North Texas (2); Binghamton University (1),https://orcid.org/0000-0002-4970-9411,https://openalex.org/A5025040481
IJAIS,51,James C. Lampe,3,Texas Tech University,Texas Tech University (3),,https://openalex.org/A5032928295
IJAIS,51,Jeffrey W. Merhout,3,Miami University,Miami University (3),https://orcid.org/0000-0002-9718-2298,https://openalex.org/A5028352434
IJAIS,51,Kristi Yuthas,3,Portland State University,Portland State University (3),https://orcid.org/0000-0001-7675-9425,https://openalex.org/A5010439397
IJAIS,51,Kristina C. Demek,3,University of South Florida,University of South Florida (2); University of Central Florida (1),https://orcid.org/0000-0003-4629-3729,https://openalex.org/A5030576711
IJAIS,51,Kyunghee Yoon,3,Clark University,Clark University (2),https://orcid.org/0000-0001-6766-8206,https://openalex.org/A5079703224
IJAIS,51,Marc Eulerich,3,University of Duisburg-Essen,University of Duisburg-Essen (2),https://orcid.org/0000-0002-9965-7584,https://openalex.org/A5056975067
IJAIS,51,Marianne Bradford,3,North Carolina State University,North Carolina State University (3),https://orcid.org/0000-0002-7760-1774,https://openalex.org/A5000519241
IJAIS,51,Martin Weisner,3,Monash University,Monash University (1); The University of Melbourne (1); University of Central Florida (1); University of Melbourne (1),https://orcid.org/0000-0003-1702-6277,https://openalex.org/A5008643332
IJAIS,51,Matthew Holt,3,University of Dayton,University of Dayton (2); University of Central Florida (1),https://orcid.org/0000-0002-1605-4391,https://openalex.org/A5017587712
IJAIS,51,Michael M. Masoner,3,Southern Illinois University Carbondale,Southern Illinois University Carbondale (3),,https://openalex.org/A5047225369
IJAIS,51,Mohamed Z. Elbashir,3,Qatar University,Qatar University (2); University of Queensland (1),,https://openalex.org/A5026494653
IJAIS,51,Páll Ríkharðsson,3,Reykjavík University,Reykjavík University (2); Aarhus Business College (1),https://orcid.org/0000-0002-0922-6159,https://openalex.org/A5038252872
IJAIS,51,Philip A. Collier,3,University of Melbourne,The University of Melbourne (2); University of Melbourne (1),,https://openalex.org/A5113773268
IJAIS,51,Robert Pinsker,3,Florida Atlantic University,Florida Atlantic University (2); Old Dominion University (1),https://orcid.org/0000-0002-5080-2496,https://openalex.org/A5026987002
IJAIS,51,S. Michael Groomer,3,Indiana University,Indiana University Bloomington (2); Indiana University (1),,https://openalex.org/A5062982462
IJAIS,51,Terrance R. Skantz,3,Florida Atlantic University,The University of Texas at Arlington (3),,https://openalex.org/A5045106842
IJAIS,51,Tomás Escobar Rodríguez,3,Universidad de Huelva,Universidad de Huelva (3),https://orcid.org/0000-0002-2632-4252,https://openalex.org/A5069958914
IJAIS,51,Victor Xiaoqi Wang,3,"California State University, Long Beach","California State University, Long Beach (3)",,https://openalex.org/A5041860793
IJAIS,81,Adi Masli,2,University of Kansas,University of Arkansas at Fayetteville (1); University of Kansas (1),https://orcid.org/0000-0002-7873-5678,https://openalex.org/A5042318760
IJAIS,81,Alastair Robb,2,University of Queensland,The University of Queensland (1); University of Queensland (1),,https://openalex.org/A5108284479
IJAIS,81,Albertina Paula Monteiro,2,Polytechnic Institute of Porto,Polytechnic Institute of Porto (2),https://orcid.org/0000-0002-2146-9807,https://openalex.org/A5042022790
IJAIS,81,Alexander J. Sannella,2,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey (2); Rutgers Sexual and Reproductive Health and Rights (1)",https://orcid.org/0000-0002-3102-4959,https://openalex.org/A5068815892
IJAIS,81,Amanuel F. Tadesse,2,University of New Orleans,University of New Orleans (2),https://orcid.org/0000-0003-4977-5993,https://openalex.org/A5007987732
IJAIS,81,Andy Lymer,2,,University of Birmingham (2); University of South Africa (1),https://orcid.org/0000-0001-6080-0112,https://openalex.org/A5023878609
IJAIS,81,Angela Liew,2,University of Auckland,University of Auckland (2),https://orcid.org/0000-0001-7277-1662,https://openalex.org/A5018510055
IJAIS,81,Arif Perdana,2,University of Queensland,,,https://openalex.org/A5009564606
IJAIS,81,Ashraf Khallaf,2,American University of Sharjah,American University of Sharjah (2),https://orcid.org/0000-0002-9921-4513,https://openalex.org/A5091058555
IJAIS,81,Bachman P. Fulmer,2,"California State University, Fullerton",University of Tampa (2),https://orcid.org/0000-0002-9257-4516,https://openalex.org/A5052491193
IJAIS,81,Carla Carnaghan,2,University of Waterloo,University of Waterloo (2),,https://openalex.org/A5080634888
IJAIS,81,Carlin Dowling,2,University of Melbourne,University of Melbourne (2),,https://openalex.org/A5110227465
IJAIS,81,Charles H. Cho,2,Concordia University,Concordia University (2),https://orcid.org/0000-0003-1890-2662,https://openalex.org/A5016742928
IJAIS,81,Chi‐Chun Chou,2,"California State University, Monterey Bay","California State University, Monterey Bay (2)",https://orcid.org/0000-0002-0834-2772,https://openalex.org/A5089299279
IJAIS,81,Clark Hampton,2,University of Waterloo,University of Connecticut (2),,https://openalex.org/A5059241778
IJAIS,81,Clinton E. White,2,University of Delaware,University of Delaware (2),,https://openalex.org/A5012632106
IJAIS,81,Cynthia Jackson,2,Northeastern University,Northeastern University (2),,https://openalex.org/A5000149606
IJAIS,81,David P. Tegarden,2,Virginia Tech,Virginia Tech (1),,https://openalex.org/A5081289844
IJAIS,81,Deniz Appelbaum,2,Montclair State University,"Montclair State University (1); Rutgers, The State University of New Jersey (1)",https://orcid.org/0000-0002-2422-4178,https://openalex.org/A5078832466
IJAIS,81,DeWayne L. Searcy,2,Auburn University,Auburn University (1); University of Tennessee at Knoxville (1),,https://openalex.org/A5068394555
